,date,rating_review,reviews,polarity_score,subjectivity_score
26,28-09-2021 ,1.0,unfirendly stuff big table made u leave someone else coming time let u book table earlier,0.0,0.3
27,22-09-2021 ,5.0,loved experience food fantastic great quality freshly cooked quickly served told place friend disappoint book turn leave name tell roughly long table ready nip drink nearby come back table called promptly came back wait always busy make sure name called would imagine hold table long service impeccable quick place buzzing full atmosphere great fun place quiet leisurely meal lot local eating always good class food great service super definitely go back,0.33043478260869563,0.47995169082125594
28,21-09-2021 ,5.0,second visit one week restaurant always queue long wait well worth itfriendly service especially antonio always smiling great food lovely ambience g drinker placeserved table bottle goldfish bowl sized glassgo disappointed enjoy,0.15000000000000002,0.53125
29,18-09-2021 ,2.0,used favorite restaurant barcelona couple year since last visit time food disapointing come back maybe got crew,0.16666666666666666,0.35555555555555557
30,13-09-2021 ,5.0,quality meal perfect service friendly recommend something eat,0.6875,0.75
31,13-09-2021 ,5.0,barcelona couple year back time think city restaurant come mind first food excellent best staff nice price reasonable yes line often long worth wait go back barcelona restaurant first stop,0.35500000000000004,0.4066666666666666
32,12-09-2021 ,5.0,busy buzzy see queue think go elsewhere move fairly quickly waited minute table around sunday evening staff friendly restaurant spotlessly clean food excellent two u shared red prawn razor clam beef whitebait followed kind bread pudding churros plus jug sangria everything excellent,0.471875,0.6125
33,8-09-2021 ,4.0,first work trip barcelona since pandemic began used always go santa catarina razor clam changed menu found way cerveseria catalana fantastic find hugely popular quite queue well worth wait razor clam fabulous anchovy montadito croquette burnt sant teresa torrija house chardonnay reasonably priced sherwin waiter excellent,0.45000000000000007,0.6904761904761906
34,4-09-2021 ,2.0,raved restaurant first visited seems service food taken nosedive ate around may slow early everything seemed slow mediocre ordered different type tapa liked location id suggest trying local restaurant,-0.018750000000000017,0.47916666666666663
35,31-08-2021 ,5.0,lunch twice moment walked felt welcomed maitre rachez wasan incredible host made feel great even wait food incredible multiple shrimp type potatas bravas beef tenderloin mini burger calamari fist etc sangria die one thing note girl waited u cherry elsie vangie running plate busy getting place order moving plate cleaning etc thank girl run joint overall loved would go back,0.42500000000000004,0.45624999999999993
36,28-08-2021 ,4.0,place everything going good location buzz clearly excellent word mouth came year ago returned weekend year recommended many go outside put name list get told waiting time come back drink elsewhere good food pretty incredible especially huevos cabreados honey cod wine also issue issue restaurant keen get fed outside speed customer turnover prevent many disappointed wait time felt like bit fast food experience send croquette back arrived suspiciously quickly cold middle good manner britishness prevented u sending back second time still arrived luke warm second finished last bite dish gone front serving staff practically running around serving know busy know delicious strike right balance ensure people feel rushed maybe longer waiting time manage people expectation would return continue recommend tell people rushed let rush,0.2434285714285714,0.4660952380952381
37,24-08-2021 ,1.0,never never want share disappointment place bad service terrible food ordered several tapa waitress decided going place order asked didnt bring order said dont live slave time anymore surprised answer requested please speak manager found waa manager moved screaming yelling behaving terrible person forgot service job left place never return dont waste time money place find instead better tapa place barcelona,-0.27636363636363637,0.4966666666666667
38,18-08-2021 ,5.0,staff extremely friendly attentive first time trying tapa sure order waiter ordered u suggestion good dessert definitely coming back often,0.3178571428571428,0.5317460317460317
39,14-08-2021 ,5.0,concierge recommended place u ate every day whilst barcelona mainly lunch booking prepared rammed every day really rammed week end thought food fantastic represented fantastic value dish change daily thought great picture attached particular favourite cabreaos egg spicy egg bit play egg chip like euro tried menu particularly loved seafood tomato bread definitely coming back return barcelona,0.2833333333333333,0.4716666666666667
40,12-08-2021 ,5.0,perfect tapa incredible nothing else say gamba shrimp waiting time worth enjoy,0.6499999999999999,0.625
41,7-08-2021 ,2.0,went dinner expunge quality received also ordered dish saying salat included arrived without explanation made meat bigger explains salad silly pricey,-0.25,0.6875
42,31-07-2021 ,5.0,fantastic tapa friendly stuff lucky space first time al quick day go wait min dinner,0.3383333333333333,0.6133333333333334
43,25-07-2021 ,5.0,eaten two three time many stay barcelona always happy choice decent menu always busy excellent sign,0.5133333333333334,0.6933333333333332
44,20-07-2021 ,5.0,diner still best place enjoy tapa must barcelona always great selection food still great quality,0.75,0.575
45,19-07-2021 ,2.0,went well pay lot atmosphere decoration food normal still hungry different dont really understand restaurant got come back go another restaurant eat main course first course,0.12777777777777777,0.3527777777777778
46,12-07-2021 ,5.0,coming since remember recommend anyone know visit barcelona place generally crowded long waiting line went week ago table spaced relaxed admitted quickly change due covid despite amazing worth food beyond incredible dinning experience fast paced many tapa ordered fun enjoyable exciting never stop recommending local tourist heard immaculate review others definitely go oportunity,0.2720238095238095,0.4910714285714285
47,11-07-2021 ,2.0,seriously dont know start first time im really suspicious rating tripadvisor earth restaurant like rating mystery service really disgrace food ok nothing given menu printed paper printing black ink faded menu couldnt read menu couldnt see prize told waiter showed menu like hahaha dish menu description idea stuff sort detail chance ask waiter either constant hurry could minimal finally got food almost tossed table one time came behind scared spilled sangria clothes say worry dish said something like taco beef thought something taco since dish detail explanation got something didnt anything taco first thought gave u someday el dish explained dish said ok take even sorry suggestion something else took dish away without saying anything hahaha joke thing good dessert thats went away hungry laughing entire experience definitely first last time money go restaurant actually great plenty barcelona,0.1275,0.49874999999999997
48,9-07-2021 ,3.0,service wait remind time get water get wine get bread actually dont even serve flautos tomato sauce toilet supposed changing table kid use storage big restaurant couldnt change little girl diaper uncool especially didnt even try find u could get table without delicious tapa sirloin potato egg tapa took maximum average quality expected much better many positive feedback wouldnt come back eat would nicer smaller bar restaurant care costumer,0.13511072261072263,0.42657342657342656
49,7-07-2021 ,5.0,good food traditional catalan great service fast recommend visit try catalan cream tomato bread tapa,0.425,0.675
50,4-07-2021 ,5.0,spent long weekend hotel nearby seven year old daughter ended breakfast every day great simple breakfast menu fantastically reasonable price lunch one day u breakfast stole show always busy prepared wait bit worth u,0.16875,0.3508928571428571
51,27-06-2021 ,1.0,unbelievable dont get reservation new especially bin barcelona dont present full wont let sit absence customer already arranged business meeting place otherwise would spare money,0.03731060606060605,0.5007575757575758
52,20-12-2020 ,5.0,third visit cerveceria catalana always pleasure great local food always fresh always tasty time weve tried something else time weve set bar great closer service experience next time,0.3166666666666667,0.3333333333333333
53,6-09-2020 ,1.0,going restaurant ever since arrived barcelona year ago recommended many colleague friend however day terrible experience changed whole opinion place sat outside bag containing belonging stolen eating returned holiday belonging bag including house key id credit card cash etc thing phone first staff polite concerned stressed going pay meal front house lady told worry house block card time phone different bank started raining moved inside told older gentleman would pay bill leaving despite woman told well fact nothing pay told man lady said house lied said never said doesnt authority complete lie nevertheless tried everything could pay another form attempt failed thing could offer leave detail live nie number everything could come back next day pay still refused felt treated like thief man extremely rude told hablas en ingles te voy hablar en ingles que hablas en español went tell way could leave left phone thing left house key money nothing young female completely shocked request told refuse eventually completely humiliated gentleman middle restaurant treated like thief robbed premise man agreed take detail returned following morning id bank paid back didnt receive sort apology even thank never return restaurant disgusted way treated would like get robbed enjoying meal treated like thief told must leave pay go ahead eat,-0.05565268065268065,0.4032051282051282
54,9-08-2020 ,4.0,definitely good cuality tapa everything fresh tasty however opinion bit overrated visited place first time year ago plate much smaller price much higher bit dissapointed second visit,0.25,0.4055555555555556
55,1-08-2020 ,1.0,came along sick dog barely walk le summer stopped walk minute second stop telling rudely move way bothering understand need walk fast without obstacle everything laying annoying nobody unless cure anything else apart waiting necessary rude sick dog move need gon na eat ever,-0.28650793650793654,0.6126984126984126
56,25-07-2020 ,5.0,extensive selection executed good drink get crowded hey thats part experience,0.35,0.4666666666666667
57,1-05-2020 ,5.0,tried getting dinner night finally charm hostess friendly time tapa great sangria,0.39166666666666666,0.75
58,22-04-2020 ,5.0,barcelona day ate amazing selection tapa excellent service wine selection top tapa restaurant waiter great giving taste picked bottle,0.7250000000000001,0.7875
59,18-04-2020 ,4.0,great tapa get busy day plan make sit bar good view dish,0.5333333333333333,0.55
60,17-03-2020 ,5.0,location friendly exactly expecting local tapa place ok wait get table dont give many tapa go crazy order handle recommendation bacalau boquerones en vinagre andaluze navajasprice couple totally spent tapa glass wine bottle full satisfied,0.19722222222222222,0.47777777777777775
61,8-03-2020 ,4.0,well located one best elegant part central bcn popular hangout local tourist serving nice good quality atmosphere modern upmarket designed nice combination colour place quite big get noisy busy although twice without reservation recommended make reservation lucky like elaborate selection small tapa main dish really allowing satisfy taste efficient fast quite quality food size portion presentation proof professionalism midrange ok go back,0.31315789473684214,0.5061403508771929
62,7-03-2020 ,5.0,respect anthony bourdain wanted experience saw tasted family walked twice towards restaurant dinner time came satisfied happy food good brought table friendly staff love service price reasonable dont think twice come order grilled red prawn steak foie gras among many good happy promise,0.5075000000000001,0.64
63,5-03-2020 ,5.0,exciting fresh delicious cant describe ate early spanish way easier get table rushed went back three time,0.2833333333333334,0.4333333333333333
64,5-03-2020 ,5.0,husband went eat dinner arriving barcelona earlier afternoon recommendation local everything amazing food service atmosphere classic spanish tapa like patatas bravas pan con tomates jamon iberico spanish cheese wonderful well typical catalan dish like artichoke shrimp clam fresh fried calamari crema catalana homemade sangria perfect selection wine glass great definitely back next trip best meal week barcelona,0.33571428571428574,0.40119047619047615
65,5-03-2020 ,5.0,recommended place local air bnb host disappoint great energy vibe food delicious try skinny fry covered aioli egg top sound simple tasty,0.44999999999999996,0.5011904761904762
66,5-03-2020 ,5.0,great service really good value delicious option breakfast always busy evening get near door full local always best recommendation,0.5062500000000001,0.48749999999999993
67,3-03-2020 ,5.0,place popular arrived told minute wait table drink bar called table minute well worth wait great food great service reasonably priced busy great would go back tomorrow could,0.45000000000000007,0.51875
68,29-02-2020 ,4.0,ate meal restaurant dinner lunch twice wait hour long minute saw large number people waiting said food quite good tried variety tapa occasion quite tasty price fairly reasonable u,0.26607142857142857,0.5071428571428571
69,27-02-2020 ,5.0,amazing tapa experience short wait able get seat counter minute service prompt professional enjoyed liter sangria steady flow tapa tried many thing especially enjoyed garlic shrimp bombas definitely need try bombas would recommend anyone visiting barcelona,0.3740740740740741,0.5694444444444444
70,25-02-2020 ,1.0,worst service ever waiter rude food ok tasty recommend,-0.26666666666666666,0.7000000000000001
71,24-02-2020 ,4.0,nice place tapa nice everything tasty big variety fish food wine also nice desert also sit bar drink wine beer eat tapa need reserve table otherwise rash hour must wait hour,0.44999999999999996,0.775
72,24-02-2020 ,5.0,place wonderful variety tapa small portion select everything extremely taste well done loved octopus bacalao block casa bartllo,0.33125,0.8
73,24-02-2020 ,5.0,beef tenderloin mondeditas mini burger vegetable tempura well spanish artichoke omelette favorite,0.25,0.5
74,23-02-2020 ,5.0,quite busy place waited around half hour table even though almost really worth food reasonable price tasty,0.10833333333333334,0.29166666666666663
75,22-02-2020 ,5.0,huge selection delicious fresh tapa restaurant get busy may slightly expensive others quality top notch well worth get early shorter wait,0.275,0.5375
76,21-02-2020 ,5.0,wow amazing meal came recommendation disappoint busy packed place expect wait minute maybe sit bar sat bar front view dish tapa tapa steak prawn shrimp pepper codfish best double taking amazing taste affordable price tapa euro plus beer bad come local busy pack place eat enjoy crowd,0.22000000000000006,0.48666666666666664
77,18-02-2020 ,5.0,recommended local best recommendation given restaurant tapa amazing option reasonably priced serving everything delicious server recommended solomillo de ternera con foie beef tenderloin foie gras absolutely precious staff super helpful efficient excellent service go back fly back barcelona eat expect queue dinner blame great place,0.5194444444444444,0.5930555555555556
78,12-02-2020 ,5.0,great tapa barcelona reasonable price point raw seafood front cook best ever spain ate seafood mushroom even potato grilled pepper menu like japanese restaurant photo know limited spanish course google dish check others order,0.2425431711145997,0.3220565149136578
79,10-02-2020 ,5.0,great food went back second time tenderloin foie gras also excellent sangria wont disappointed,0.21000000000000002,0.5
80,10-02-2020 ,5.0,good food fast service menu easy interpret many picture exist online choosing fav tapa,0.4583333333333333,0.6333333333333334
81,6-02-2020 ,1.0,awful food uncleaned shrimp non memorable experience many staff bumping like cruise ship buffet carnival look elsewhere proper tapa bad call trip advisor,-0.13999999999999996,0.6533333333333333
82,1-02-2020 ,4.0,great selection beer tapa price bit expensive euro one open sandwich food seriously high quality definitely make reservation came packed front door seated outside still received pretty good fast service enough girlfriend enough time hang chat food,0.14636363636363636,0.5672727272727272
83,30-01-2020 ,1.0,never disrespected venue made reservation people first waiting one arrive begining waiter already rude nice time friend didnt want make big thing episode started occur instance one waiter complained ordering thing group eating tapa way everybody would order time told one waiter kept standing table mocking face started drop order table rough way make clear u welcome last thing could tolerate last friend arrived asked chair table waiter denied rude way told reservation waiter said complain manager asked call manager arrived also rude started counting people insisted already yes miscounting purpose try fool u finaly convinced counting wrong started rumbling time couldnt stand situation anymore stood leave manager probably realized team f ed told u stay putting another chair friend little late worst experience restaurant whole life,-0.0786764705882353,0.5088235294117647
84,30-01-2020 ,1.0,went friend begging waiter rude throwing order table putting strange pressure u order fast order wanted table people friend arrived started saying possible sit started counting number u would cheating wrt number people consuming lot yet receiving awful service pathetic,-0.35833333333333334,0.725
85,30-01-2020 ,1.0,bad treatment made reservation groupe people time person arrive staff get chair believe manager started count number felling tourist,-0.6999999999999998,0.6666666666666666
86,29-01-2020 ,5.0,one best tapa restaurant barcelona went lunch enjoyed everything weve ordered large selection tapa could found weve tried patatas bravas foie gras tenderloin shrimp skewer many food fantastic couldnt help come dinner short stay barcelona definitely first choice come tapa,0.4091836734693878,0.49455782312925173
87,28-01-2020 ,5.0,unique atmosphere prefer sit table wait lucky get place bar bad alternative amazingly taste really difficult choose best one eating first piece think order menu go enjoy,0.21979166666666666,0.6916666666666667
88,28-01-2020 ,5.0,found best tapa place term taste mini burger padrone,1.0,0.3
89,27-01-2020 ,2.0,say yes star best place popular busy authentic spanish tapa experience think perhaps go large group bus tour atmosphere loud brightly lit like cafeteria maybe wee bit nicer quality food fair staff determined get people quickly price high credit staff working hard,0.3429960317460317,0.5633531746031747
90,27-01-2020 ,5.0,another favorite tapa restaurant barcelona catalan everything ever outstanding every recommend,0.5,0.9375
91,23-01-2020 ,4.0,similar mistaken exact vinitus think difference slightly smaller wait time minute name building love tapa try go wrong albariño wine favorite pair well almost everything menu,0.125,0.6083333333333333
92,22-01-2020 ,4.0,sat outside busy tuesday afternoon january waiter served u helpful though colleague spoke little english extremely large number asian tourist bad thing indicative market caters price hike food uniformly excellent fried green pepper unexpected delight money object go crazy im sure youll ball,0.01889880952380954,0.5028439153439154
93,22-01-2020 ,5.0,restaurant must trip barcelona early get sit straight away good time eat menu staff professional meaning rush mile hour serve everyone food fabulous one bad dish,0.13333333333333336,0.5111111111111112
94,20-01-2020 ,4.0,food pretty good place usually packed fact many tourist impact pricing service general,0.25,0.5700000000000001
95,19-01-2020 ,4.0,great place enjoy widest range tapa barcelona lively atmosphere typical spanish bar side crowded get onwards long waiting cue dinner time,0.1866161616161616,0.44166666666666665
96,14-01-2020 ,5.0,always full people mostly local quite famous selection tapa ordered great portion quite big service great staff speak english,0.35000000000000003,0.45
97,14-01-2020 ,5.0,back october actually remember stand hour behind someone counter secure narrow spot philippino served super nice country neighbour lovely time course yummylicious food went back next day friend yep still wait hour pleasant experience,0.1787878787878788,0.47121212121212125
98,12-01-2020 ,4.0,expensive terrific english speaking vegan option without dietary concern budget issue great place,0.07500000000000001,0.6125
99,8-01-2020 ,3.0,tapa nice anything amazing make sure try calcots grilled leek served romesco sauce winter staff little bit pushy trying get u dessert,0.37812500000000004,0.8222222222222222
100,7-01-2020 ,5.0,tapa amazing reasonably priced sit bar special dessert super tasty glad trusted waiter,0.3980952380952381,0.7476190476190475
101,6-01-2020 ,5.0,best tapa spain long wait definitely worth food delicious,0.5625,0.44999999999999996
102,6-01-2020 ,2.0,food excellent got served service hectic best noisy crowded fact left first course since mine got served someone else appetizer im sure others would love place ambiance certainly wasnt taste,0.49489795918367346,0.5276643990929706
103,6-01-2020 ,5.0,food delicious service great codfish fritter daily special outstanding best ever busy place go early,0.48214285714285715,0.5120535714285713
104,6-01-2020 ,5.0,fantastic place dinner spent special thanks ruel friendly positive waiter ask recommendation every dish suggested absolutely fabulous top three cod honey tomato beef foie gras camembert almond berry,0.2949269480519481,0.5396103896103897
105,6-01-2020 ,3.0,went around dec pretty packed outside inside first time know could get queue table therefore went inside told queue lady standing wrong side supposed brushed flustered due high number customer bit signage let customer know queue would helpful perhaps little service training queue lady would awesome got queue told min customer front left promptly got table waitress patient helpful order food came pretty quickly although pretty hefty gap order min tried tall man glass told wait never came back constantly shaking head customer taking order took next order another server service pretty patchy depending moody happy person got food highlight ordered tapa people euro cod honey allioli beef tenderloin foie crispy shrimp al ajillo,0.15171296296296297,0.5350925925925927
106,5-01-2020 ,5.0,absolutely loved location tapa bebidas variety great authentic spanish food enjoyed absolutely came back two day row would glad return wait friend family visit spain show excellent food p,0.4666666666666667,0.6555555555555556
107,4-01-2020 ,5.0,favorite restaurant barcelona went three time best filet froe gras best ever grilled shrimp delicious potato aoli heavenly reasonable price outstanding food good wine despite reservation long line typical wait hour mealtime totally worth wait,0.49833333333333335,0.5675000000000001
108,2-01-2020 ,5.0,excellent food cool atmosphere got around wait table minute well worth food great solid service bustling atmosphere highly recommend,0.43500000000000005,0.5233333333333333
109,1-01-2020 ,5.0,great spanish food experience alwyaymy favorite restaurant barcelona u need wait least one hour half time anything order tasty,0.16666666666666669,0.46333333333333326
110,29-12-2019 ,2.0,food fine could done bag stolen foot sat outside table waiter surprised maybe could warned u little helpful,0.08229166666666668,0.48750000000000004
111,29-12-2019 ,4.0,place worth try grilled clam prawn quite good favorite tapa grilled tenderloin foie service busy place waiter forgot one order,0.4,0.5
112,27-12-2019 ,2.0,tried dinner lunch dinner service average cause sit order bottle champagne lunch poor service coffee waited requested order thought staff still one come tried order signature grill octopus manager said word till saw table another staff helped order service understand need provide service polite key point food hot bit warm even room temperature,0.059999999999999984,0.6900000000000001
113,26-12-2019 ,5.0,amazed excellent service chose go early lunch wait went quite tapa unique nothing compare variety service taste ease ordering spanish speaker restaurant recommended local enjoy toothe fillet looked amazing mood meat,0.3535714285714286,0.5285714285714286
114,26-12-2019 ,3.0,expected place given crowd review however tapa ordinary dessert stood fact dessert impressive would say go foie gras tenderloin tapa dessert coconut pudding bread pudding,0.21666666666666667,0.6333333333333333
115,24-12-2019 ,5.0,simply one best tapa bar town service food ambiance make feel ease eating filipino server know suggest tapa drink take server ruel bar really know fresh catch day first time try seat bar definitely worth experience,0.3416666666666666,0.2984126984126984
116,21-12-2019 ,5.0,dish delicious especially tuna tapa great atmosphere great service made first night barcelona special yes little expensive side well worth highly recommend,0.29796428571428574,0.6244761904761905
117,20-12-2019 ,5.0,little wait table considering busy restaurant think seated quite quickly ordered quite lot different tapa disappointed delicious tasty always surprised reasonable cost restaurant barcelona find much cheaper uk restaurant roughly people must tapa paella share small jug sangria beer several coke staff attentive friendly accommodating round great experience,0.12630208333333334,0.5437500000000001
118,19-12-2019 ,5.0,went wednesday night amazing tried almost plate excellent also special service reccomended everyboby go least u love place,0.4314285714285715,0.6942857142857143
119,17-12-2019 ,4.0,food still great price jumped exponentially past four year maybe better le crowded option price point worth ten minute wait,0.27,0.32
120,16-12-2019 ,5.0,seen review wanted check cerveceria catalana glad say disappoint arriving tired year old treated incredibly well lady front along ruel made special effort seat u quickly fortunately got sat bar ruel made u feel special right away giving u tip try attentive like could read mind dish tried incredible came away eating drinking way originally planned ambience level service quality food made one memorable dining experience ever good came back next night none magic lost also said lot face seen previous night owner lucky wonderful people working restaurant along incredible food serve make whole experience first class ruel particular huge asset loved way took care u night visited definitely back next time barcelona,0.357716049382716,0.5924162257495591
121,16-12-2019 ,4.0,loved restaurant much came back second time great seafood first visit clam scallop fried small fish came second time seafood stock mussel seafood plate ended spanish omelette cod honey sauce tasty,0.18888888888888888,0.2759259259259259
122,15-12-2019 ,3.0,average food minute wait even saw chef behind bar heat plate microwave little bit choking,-0.24583333333333335,0.5333333333333333
123,15-12-2019 ,5.0,quite famous place since weve planned big dinner wanted order tapa two well seeing choice tasting quality couldnt stop first get table countless table inside packed travel bulldog nice weather anyways waited table outside took get one line despite long move surprisingly really nice friendly never pushy really take time fully enjoy wonderful tapa traditional item lot tapa twist creative innovative freshly made ingredient competitive price bottle cava euro tapa starting low buck tapa salmon anchovy cheese pineapple small plate razor clam small plate diced steak scallop melted cheese best last piece steak topped foie gras think steak rossini item convincing interestingly steak foie gras better tender quality plate diced steak gras combo nothing short amazing tender meat foie gras cooked perfection melting mouth also tapa small plate absolutely fantastic gras stuck head come back popular busy good reason one top restaurant weve eaten road trip spain portugal definitely back,0.2807142857142857,0.5200000000000001
124,14-12-2019 ,3.0,think restaurant better experienced one waitress change everything mood affected decision somehow ordered something weird language problem didnt understand ordered something wrong didnt understand,0.07500000000000001,0.825
125,13-12-2019 ,5.0,food come quick depending order ready appreciate great experience food amazing would go back anytime,0.3866666666666667,0.53
126,10-12-2019 ,4.0,went around pm wait bad ordered couple dish expected lot due review recommendation friend amazing besides razor clam expected little razor clam people nice waiter knowledgeable return give another try,-0.0017857142857142477,0.605952380952381
127,9-12-2019 ,4.0,good tapa best town fresh fairly creative special mention beef hot foie gras small sandwich delicious sangria barcelona accept place bar take patience well till go late,0.3952380952380953,0.6468253968253967
128,9-12-2019 ,5.0,wow great service staff extremely friendly helpful sangria must food wanting leave wishing could eat wonderful flavour starter right dessert certainly returning,0.46249999999999997,0.7261904761904762
129,9-12-2019 ,5.0,barcelona business decided grab solo dinner explore city bit stumbled upon restaurant people spilling door good solo helpful hostess server bar got seated immediately glad able meet ruel william jordi younger cute fellow nickname recall told real name ruel main server recommended many tasty dish sad actually larger appetite extremely attentive entire length bar making recommendation everyone kind struck many language spoke couple hour heard speak spanish italian japanese korean mandarin tagalog english know extent fluency say oft solo traveler finding friendly face even try speak language obviously struggling read menu order god send immediately make comfortable overall food great sangria top notch service really sold tapa place really hope time stop trip end sure come back next time barcelona,0.242816091954023,0.45249042145593876
130,6-12-2019 ,4.0,cerveceria catalana great place experience good food friendly atmosphere gotten little touristy patience find table spot bar wont disappointed quality variety price tapa recommend shrimp also sandwich really good,0.27291666666666664,0.6166666666666667
131,2-12-2019 ,1.0,lunch restaurant rave review location however tourist trap worst service ever first server acted like didnt even want second zero knowledge hygiene food safety brought first tapa mushroom w egg yolk thumb touching rim plate nail touching mushroom third tapa looked thumb touched tomato bread handed new plate grease thinking germ nail yuck,0.07954545454545454,0.39015151515151514
132,1-12-2019 ,5.0,best tapa ive ever choice enormous every bite heaven many people know place dinner time absolutely loaded first time come back table thank god barcelona crazy dinner time normally afternoon find place bar anyway barcelona dont miss place,0.1875,0.5604166666666667
133,1-12-2019 ,4.0,fun lunch place dish better others friendly service worth booking place advance long line sat outside seems better atmosphere inside could wait turn,0.275,0.32142857142857145
134,28-11-2019 ,5.0,brave line worth amazing food sirloin steak foie gras missed,0.5666666666666668,0.6666666666666666
135,27-11-2019 ,5.0,spend week barcelona staying apartment near passeig de gracia long trip afternoon nap place great taste several tapa beer wine razor clam great among tapa tried nata dessert also excellent service great,0.4928571428571429,0.5785714285714285
